Object                                                                                    Feature                       Support 
kitchen/NN                                                                                                              0.00147   
kitchen/NN                                                                                                              0.00147   
kitchen/NN                                                                                                              0.00147   
kitchen/NN                                                                                                              0.00147   
kitchen/NN                                                                                                              0.00147   
kitchen/NN                                                                                                              0.00147   
kitchen/NN                                                                                                              0.00147   
kitchen/NNS                                                                                                             8.40795E-5
kitchen/NNS                                                                                                             8.40795E-5
knee/NNS                                                                                                                4.20397E-5
knife/NN                                                                                                                1.68159E-4
knife/NN                                                                                                                1.68159E-4
knife/NN                                                                                                                1.68159E-4
knife/NN                                                                                                                1.68159E-4
knife/NN                                                                                  butter/NN                     4.20397E-5
knife/NN                                                                                  drywall/NN                    8.40795E-5
knife/NN                                                                                  drywall/NN                    8.40795E-5
knife/NN                                                                                  good/JJ                       4.20397E-5
knife/NN                                                                                  putty/NN                      1.26119E-4
knife/NN                                                                                  putty/NN                      1.26119E-4
knife/NN                                                                                  putty/NN                      1.26119E-4
knife/NN                                                                                  utility/NN                    8.40795E-5
knife/NN                                                                                  utility/NN                    8.40795E-5
Knife/NNP                                                                                 utility/NN                    4.20397E-5
knife/NNS                                                                                                               4.20397E-5
knob-and-tube/NN                                                                                                        4.20397E-5
knob-and-tube/NN                                                                          old/JJ                        4.20397E-5
knob/NN                                                                                                                 8.40795E-5
knob/NN                                                                                                                 8.40795E-5
knob/NN                                                                                   old/JJ                        8.40795E-5
knob/NN                                                                                   old/JJ                        8.40795E-5
Knob/NNP                                                                                                                1.68159E-4
Knob/NNP                                                                                                                1.68159E-4
Knob/NNP                                                                                                                1.68159E-4
Knob/NNP                                                                                                                1.68159E-4
knob/NNS                                                                                                                4.20397E-5
knob/NNS                                                                                  porcelain/NN                  4.20397E-5
Know/NNP                                                                                                                4.20397E-5
knowledge/NN                                                                                                            4.20397E-5
kw/NN                                                                                     7.3/CD                        4.20397E-5
kw/NN                                                                                                                   4.20397E-5
Kwikset/NNP                                                                                                             4.20397E-5
L.A./NNP                                                                                                                4.20397E-5
la/NNP                                                                                                                  4.20397E-5
lab/NN                                                                                                                  4.20397E-5
label/NN                                                                                                                4.20397E-5
labor/NN                                                                                                                1.26119E-4
labor/NN                                                                                                                1.26119E-4
labor/NN                                                                                                                1.26119E-4
labor/NN                                                                                  manual/JJ                     4.20397E-5
lacquer/NN                                                                                                              4.20397E-5
ladder/NN                                                                                                               2.10198E-4
ladder/NN                                                                                                               2.10198E-4
ladder/NN                                                                                                               2.10198E-4
ladder/NN                                                                                                               2.10198E-4
ladder/NN                                                                                                               2.10198E-4
lake/NN                                                                                                                 4.20397E-5
lake/NN                                                                                   freshwater/NN                 4.20397E-5
laminate/NN                                                                                                             1.26119E-4
laminate/NN                                                                                                             1.26119E-4
laminate/NN                                                                                                             1.26119E-4
laminating/NN                                                                                                           4.20397E-5
lamination/NN                                                                                                           4.20397E-5
lamp/NN                                                                                                                 5.04477E-4
lamp/NN                                                                                                                 5.04477E-4
lamp/NN                                                                                                                 5.04477E-4
lamp/NN                                                                                                                 5.04477E-4
lamp/NN                                                                                                                 5.04477E-4
lamp/NN                                                                                                                 5.04477E-4
lamp/NN                                                                                                                 5.04477E-4
lamp/NN                                                                                                                 5.04477E-4
lamp/NN                                                                                                                 5.04477E-4
lamp/NN                                                                                                                 5.04477E-4
lamp/NN                                                                                                                 5.04477E-4
lamp/NN                                                                                                                 5.04477E-4
lamp/NNS                                                                                                                3.36318E-4
lamp/NNS                                                                                                                3.36318E-4
lamp/NNS                                                                                                                3.36318E-4
lamp/NNS                                                                                                                3.36318E-4
lamp/NNS                                                                                                                3.36318E-4
lamp/NNS                                                                                                                3.36318E-4
lamp/NNS                                                                                                                3.36318E-4
lamp/NNS                                                                                                                3.36318E-4
lamp/NNS                                                                                  cheap/JJ                      4.20397E-5
lamp/NNS                                                                                  solar/JJ                      4.20397E-5
lan/NN                                                                                                                  1.26119E-4
lan/NN                                                                                                                  1.26119E-4
lan/NN                                                                                                                  1.26119E-4
LAN/NNP                                                                                                                 8.40795E-5
LAN/NNP                                                                                                                 8.40795E-5
land/NN                                                                                                                 1.26119E-4
land/NN                                                                                                                 1.26119E-4
land/NN                                                                                                                 1.26119E-4
landlord/building/NN                                                                                                    4.20397E-5
landscape/NN                                                                                                            1.26119E-4
landscape/NN                                                                                                            1.26119E-4
landscape/NN                                                                                                            1.26119E-4
landscape/NN                                                                              metal/NN                      4.20397E-5
Landscape/NNP                                                                                                           4.20397E-5
larva/NN                                                                                                                4.20397E-5
larva/NNS                                                                                                               8.40795E-5
larva/NNS                                                                                                               8.40795E-5
larva/NNS                                                                                 mosquito/NN                   4.20397E-5
larva/NNS                                                                                 Mosquito/NNP                  4.20397E-5
laser/NN                                                                                                                1.26119E-4
laser/NN                                                                                                                1.26119E-4
laser/NN                                                                                                                1.26119E-4
lat/NN                                                                                                                  4.20397E-5
latex/NN                                                                                                                1.26119E-4
latex/NN                                                                                                                1.26119E-4
latex/NN                                                                                                                1.26119E-4
latex/NN                                                                                  acrylic/JJ                    4.20397E-5
laundry/NN                                                                                                              4.20397E-5
law/NN                                                                                                                  2.52238E-4
law/NN                                                                                                                  2.52238E-4
law/NN                                                                                                                  2.52238E-4
law/NN                                                                                                                  2.52238E-4
law/NN                                                                                                                  2.52238E-4
law/NN                                                                                                                  2.52238E-4
law/NNS                                                                                                                 4.20397E-5
lawn/NN                                                                                                                 1.68159E-4
lawn/NN                                                                                                                 1.68159E-4
lawn/NN                                                                                                                 1.68159E-4
lawn/NN                                                                                                                 1.68159E-4
lawn/NN                                                                                   beautiful/JJ                  4.20397E-5
lawyer/NNS                                                                                                              4.20397E-5
layer/NN                                                                                                                1.68159E-4
layer/NN                                                                                                                1.68159E-4
layer/NN                                                                                                                1.68159E-4
layer/NN                                                                                                                1.68159E-4
layer/NN                                                                                  clay/NN                       4.20397E-5
layer/NN                                                                                  extra/JJ                      4.20397E-5
layer/NN                                                                                  first/JJ                      8.40795E-5
layer/NN                                                                                  first/JJ                      8.40795E-5
layer/NN                                                                                  glue/NN                       4.20397E-5
layer/NN                                                                                  good/JJ                       4.20397E-5
layer/NN                                                                                  one/CD                        4.20397E-5
layer/NN                                                                                  second/JJ                     1.26119E-4
layer/NN                                                                                  second/JJ                     1.26119E-4
layer/NN                                                                                  second/JJ                     1.26119E-4
layer/NN                                                                                  thick/JJ                      4.20397E-5
layer/NN                                                                                  top/JJ                        1.68159E-4
layer/NN                                                                                  top/JJ                        1.68159E-4
layer/NN                                                                                  top/JJ                        1.68159E-4
layer/NN                                                                                  top/JJ                        1.68159E-4
layer/NNS                                                                                 5/CD                          4.20397E-5
layer/NNS                                                                                 more/JJR                      4.20397E-5
layer/NNS                                                                                 multiple/JJ                   4.20397E-5
layer/NNS                                                                                 thin/JJ                       4.20397E-5
layer/NNS                                                                                 three/CD                      4.20397E-5
layer/NNS                                                                                 two/CD                        4.20397E-5
layman/NN                                                                                                               4.20397E-5
layout/NN                                                                                                               1.26119E-4
layout/NN                                                                                                               1.26119E-4
layout/NN                                                                                                               1.26119E-4
layout/NN                                                                                 complex/JJ                    4.20397E-5
layout/NNS                                                                                                              4.20397E-5
layout/NNS                                                                                different/JJ                  4.20397E-5
lb/NNS                                                                                    30/CD                         4.20397E-5
lb/NNS                                                                                    500/CD                        4.20397E-5
lb/NNS                                                                                                                  4.20397E-5
lbs/ft2/NN                                                                                                              4.20397E-5
lcd/NNS                                                                                                                 4.20397E-5
leach/NN                                                                                                                4.20397E-5
lead/NN                                                                                                                 1.68159E-4
lead/NN                                                                                                                 1.68159E-4
lead/NN                                                                                                                 1.68159E-4
lead/NN                                                                                                                 1.68159E-4
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                                                 0.00147   
leak/NN                                                                                   major/JJ                      4.20397E-5
leak/NN                                                                                   obvious/JJ                    4.20397E-5
leak/NN                                                                                   pinhole/NN                    4.20397E-5
leak/NN                                                                                   slow/JJ                       4.20397E-5
leak/NN                                                                                   small/JJ                      8.40795E-5
leak/NN                                                                                   small/JJ                      8.40795E-5
leak/NNS                                                                                                                2.94278E-4
leak/NNS                                                                                                                2.94278E-4
leak/NNS                                                                                                                2.94278E-4
leak/NNS                                                                                                                2.94278E-4
leak/NNS                                                                                                                2.94278E-4
leak/NNS                                                                                                                2.94278E-4
leak/NNS                                                                                                                2.94278E-4
leak/NNS                                                                                  air/NN                        4.20397E-5
leak/NNS                                                                                  fix/NN                        4.20397E-5
leak/NNS                                                                                  major/JJ                      4.20397E-5
leak/NNS                                                                                  radiator/NN                   4.20397E-5
leakage/NN                                                                                                              4.20397E-5
learning/knowledge/NN                                                                                                   4.20397E-5
learning/NN                                                                                                             1.68159E-4
learning/NN                                                                                                             1.68159E-4
learning/NN                                                                                                             1.68159E-4
learning/NN                                                                                                             1.68159E-4
Leatherman/NNP                                                                                                          4.20397E-5
leatherman/NNS                                                                                                          4.20397E-5
led/NN                                                                                                                  4.20397E-5
LED/NNP                                                                                                                 8.40795E-5
LED/NNP                                                                                                                 8.40795E-5
led/NNS                                                                                   3/CD                          4.20397E-5
led/NNS                                                                                   5/CD                          4.20397E-5
led/NNS                                                                                                                 4.20397E-5
led/NNS                                                                                   few/JJ                        4.20397E-5
led/NNS                                                                                   yellow/JJ                     4.20397E-5
ledger/NN                                                                                                               2.94278E-4
ledger/NN                                                                                                               2.94278E-4
ledger/NN                                                                                                               2.94278E-4
ledger/NN                                                                                                               2.94278E-4
ledger/NN                                                                                                               2.94278E-4
ledger/NN                                                                                                               2.94278E-4
ledger/NN                                                                                                               2.94278E-4
leed-platinum/NN                                                                                                        4.20397E-5
left/NN                                                                                                                 1.68159E-4
left/NN                                                                                                                 1.68159E-4
left/NN                                                                                                                 1.68159E-4
left/NN                                                                                                                 1.68159E-4
leg/NN                                                                                                                  8.40795E-5
leg/NN                                                                                                                  8.40795E-5
leg/NNS                                                                                                                 8.40795E-5
leg/NNS                                                                                                                 8.40795E-5
leg/NNS                                                                                   last/JJ                       4.20397E-5
Lego/NNP                                                                                                                8.40795E-5
Lego/NNP                                                                                                                8.40795E-5
lego/NNS                                                                                                                4.20397E-5
length/NN                                                                                                               2.52238E-4
length/NN                                                                                                               2.52238E-4
length/NN                                                                                                               2.52238E-4
length/NN                                                                                                               2.52238E-4
length/NN                                                                                                               2.52238E-4
length/NN                                                                                                               2.52238E-4
length/NN                                                                                 area/NN                       4.20397E-5
length/NN                                                                                 exact/JJ                      4.20397E-5
length/NN                                                                                 much/JJ                       4.20397E-5
length/NN                                                                                 practical/JJ                  4.20397E-5
length/NN                                                                                 same/JJ                       4.20397E-5
length/NNS                                                                                                              4.20397E-5
length/NNS                                                                                short/JJ                      4.20397E-5
Lennox/NNP                                                                                                              8.40795E-5
Lennox/NNP                                                                                                              8.40795E-5
lens/NN                                                                                                                 4.20397E-5
lens/NNS                                                                                                                4.20397E-5
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                                                0.00126   
level/NN                                                                                  certain/JJ                    8.40795E-5
level/NN                                                                                  certain/JJ                    8.40795E-5
level/NN                                                                                  comfort/NN                    8.40795E-5
level/NN                                                                                  comfort/NN                    8.40795E-5
level/NN                                                                                  floor/NN                      4.20397E-5
level/NN                                                                                  ground/NN                     1.26119E-4
level/NN                                                                                  ground/NN                     1.26119E-4
level/NN                                                                                  ground/NN                     1.26119E-4
level/NN                                                                                  laser/NN                      4.20397E-5
level/NN                                                                                  local/JJ                      4.20397E-5
level/NN                                                                                  moisture/NN                   4.20397E-5
level/NN                                                                                  noise/NN                      4.20397E-5
level/NN                                                                                  shingle/NNS                   4.20397E-5
level/NN                                                                                  sink/NN                       4.20397E-5
level/NN                                                                                  state/NN                      4.20397E-5
level/NN                                                                                  water/NN                      4.20397E-5
level/NN                                                                                  whole/JJ                      4.20397E-5
level/NNS                                                                                 3/CD                          4.20397E-5
level/NNS                                                                                                               4.20397E-5
level/NNS                                                                                 acceptable/JJ                 4.20397E-5
level/NNS                                                                                 coolant/NN                    4.20397E-5
level/NNS                                                                                 different/JJ                  8.40795E-5
level/NNS                                                                                 different/JJ                  8.40795E-5
level/NNS                                                                                 good/JJ                       4.20397E-5
level/NNS                                                                                 humidity/NN                   1.26119E-4
level/NNS                                                                                 humidity/NN                   1.26119E-4
level/NNS                                                                                 humidity/NN                   1.26119E-4
level/NNS                                                                                 many/JJ                       4.20397E-5
leveler/NN                                                                                                              4.20397E-5
lever/NNS                                                                                                               4.20397E-5
Leviton/NNP                                                                                                             4.20397E-5
liability/NN                                                                                                            8.40795E-5
liability/NN                                                                                                            8.40795E-5
liability/NN                                                                              criminal/JJ                   4.20397E-5
Liberty/NNP                                                                                                             4.20397E-5
library/NNS                                                                               many/JJ                       4.20397E-5
licens/NNS                                                                                business/NN                   4.20397E-5
license/NN                                                                                                              8.40795E-5
license/NN                                                                                                              8.40795E-5
license/NN                                                                                business/NN                   4.20397E-5
lid/NN                                                                                                                  3.36318E-4
